#RAT ;#SONO;INICIO ;FIM;DURAÇÃO;EMG -8;EMG -6;EMG -4;EMG -2;EMG AP1;EMG AP2;REM -8;REM -6;REM -4;REM -2;REM AP1;REM AP2;NREM -8;NREM -6;NREM -4;NREM -2;NREM AP1;NREM AP2
R12;REM;19768.1;19786.3;18.20;0.0009;0.0008;0.0007;0.0006;0.0006;0.0005;0.7477;0.5264;0.8011;0.2060;0.0992;22.354;30.746;19.608;15.488;100.327;0.2975;0.8621
R12;REM;23081.1;23099.3;18.20;0.0005;0.0008;0.0003;0.0002;0.0001;0.0000;0.6943;12.207;22.964;15.182;72.250;117.340;40.894;79.041;18.463;17.700;0.6180;0.7019
R12;REM;16229.1;16247.6;18.50;0.0010;0.0008;0.0007;0.0007;0.0006;0.0006;0.2747;35.858;28.458;27.008;24.643;36.469;257.950;38.528;0.7477;13.580;0.9003;0.8011
R12;REM;20065.1;20083.7;18.60;0.0008;0.0008;0.0007;0.0008;0.0006;0.0006;0.9537;60.501;30.518;0.6409;0.7095;0.2365;141.525;43.793;40.283;107.269;24.185;72.632
R12;REM;22189.1;22208.5;19.40;0.0044;0.0022;0.0008;0.0008;0.0007;0.0007;0.8392;17.471;44.785;32.730;56.763;44.250;123.672;52.109;0.8926;0.5875;128.784;65.308
R12;REM;22968.1;22987.5;19.40;0.0005;0.0004;0.0004;0.0003;0.0001;0.0001;16.479;14.572;27.466;238.724;70.953;97.504;101.776;45.929;29.449;0.8392;12.817;0.3052
R12;REM;20114.1;20135.3;21.20;0.0006;0.0006;0.0006;0.0006;0.0005;0.0006;12.512;28.763;0.9689;0.7477;15.335;10.452;90.866;80.719;51.193;34.409;18.692;0.7477
R12;REM;11928.1;11952.5;24.40;0.0019;0.0008;0.0005;0.0005;0.0005;0.0005;0.3204;26.093;34.714;0.7629;0.5569;12.665;38.757;13.199;0.5646;16.403;0.1907;0.1526
R12;REM;11328.1;11356.8;28.70;0.0003;0.0003;0.0005;0.0004;0.0004;0.0003;0.2365;37.155;14.572;20.294;38.986;89.111;294.418;50.659;37.613;17.776;34.714;0.1755
R12;REM;11863.1;11893.1;30.00;0.0006;0.0006;0.0009;0.0006;0.0006;0.0005;30.670;26.932;56.152;23.956;53.253;115.509;16.708;58.975;58.670;43.869;0.0458;0.2670
R22;REM;25891.0;25895.5;4.50;61.646;59.586;55.161;72.327;86.823;191.345;15.717;41.122;47.226;0.8545;35.629;25.864;0.5112;0.2975;0.5569;0.9079;0.8011;0.0000
R22;REM;25877.0;25881.7;4.70;0.1373;0.1373;0.1602;14.267;0.3281;146.561;13.733;72.861;55.695;34.103;46.158;19.150;31.433;0.3128;0.5722;0.2594;0.1755;0.0000
R22;REM;3511.1;3515.9;4.80;0.1755;0.2060;0.1984;0.0610;0.1831;107.803;0.5341;31.738;71.259;39.825;60.043;17.166;45.090;0.2289;0.1678;0.3204;82.932;0.0000
R22;REM;5545.0;5549.9;4.90;142.517;10.910;20.294;18.311;26.550;126.266;55.618;19.913;29.373;16.556;0.6180;0.8316;0.3510;0.6714;0.2670;11.444;0.2365;14.191
R22;REM;8317.0;8322.0;5.00;447.922;16.022;16.174;17.242;15.106;113.602;38.910;95.749;13.199;21.744;0.9079;24.643;0.2289;0.0916;0.4501;0.6638;0.1297;0.1526
R22;REM;8069.0;8074.4;5.40;2.299.042;33.035;16.174;17.700;18.997;38.986;41.580;41.733;23.193;22.049;26.398;120.621;0.8926;0.3128;0.6638;0.7706;0.3586;0.6866
R22;REM;8801.0;8806.4;5.40;0.3128;0.2670;0.2441;0.1907;0.1984;75.760;0.5341;24.033;82.855;0.4501;0.1755;34.485;25.864;0.8316;0.6866;25.940;0.3815;0.2441
R22;REM;25082.0;25087.4;5.40;30.670;27.771;29.221;30.060;33.569;38.452;23.041;98.495;71.945;34.943;19.150;0.7858;21.667;0.6027;0.6714;24.796;0.3815;0.2441
R22;REM;20441.0;20446.6;5.60;16.708;16.785;0.8774;18.616;69.504;100.479;26.779;37.689;74.921;23.575;51.880;38.605;12.512;11.368;0.2670;0.2747;10.376;0.3281
R22;REM;12997.0;13002.6;5.60;0.0381;0.0381;0.0381;0.2289;0.0458;0.0916;14.572;65.308;61.874;81.329;15.030;133.057;0.7782;0.7706;11.444;0.5722;359.039;181.122
R22;REM;20136.0;20141.7;5.70;54.626;49.286;48.294;47.073;52.414;55.084;0.7477;56.076;34.409;0.6409;0.5646;0.5264;0.7019;0.7172;0.8850;27.618;11.063;0.9842
R22;REM;21480.0;21485.7;5.70;509.338;14.267;0.7095;0.8545;0.7095;12.360;25.787;26.627;30.136;33.035;21.896;10.605;0.2975;0.3357;0.6104;10.605;18.158;12.283
R22;REM;9792.1;9797.9;5.80;0.0687;0.0534;0.6866;0.0305;0.0305;0.0458;0.5264;59.967;95.367;27.237;33.264;38.757;19.226;0.1297;0.0763;14.420;26.550;0.6943
R22;REM;17243.0;17248.8;5.80;26.703;15.259;11.902;0.9232;11.978;22.202;30.594;74.539;105.438;0.7019;10.147;17.090;17.853;0.9689;0.7629;26.093;25.558;0.5417
R22;REM;2456.1;2461.9;5.80;0.2136;0.1984;0.0534;0.0916;0.0610;0.0305;10.452;117.569;100.174;63.019;30.670;0.8469;23.956;0.1907;0.8698;0.1450;18.921;19.455
R22;REM;4808.0;4814.0;6.00;0.0687;0.0763;0.0534;0.0687;0.4349;0.3052;0.9079;125.198;256.805;0.8240;15.030;13.733;29.449;0.3815;0.1755;30.441;57.297;0.3738
R22;REM;8186.0;8192.0;6.00;0.1144;0.0763;0.1984;0.1068;11.520;35.858;19.073;79.346;56.458;81.711;22.202;0.4578;43.259;0.6943;0.4044;0.3967;0.4044;11.139
R22;REM;9327.0;9333.0;6.00;0.0992;0.0916;0.0763;26.779;0.3586;0.8621;37.155;26.703;70.496;249.786;146.027;129.166;11.368;0.2289;0.2899;0.2518;0.8163;0.4654
R22;REM;18339.0;18345.0;6.00;0.5722;0.1678;0.3052;0.0534;0.0305;0.0916;13.657;75.684;315.094;185.699;113.144;27.313;0.4654;0.7782;0.6027;0.2365;41.504;11.978
R22;REM;5416.0;5422.1;6.10;77.667;0.1907;11.902;11.902;0.0687;0.0687;137.177;28.076;362.244;87.128;0.7477;41.504;0.2136;0.6256;0.1602;0.1221;155.945;24.185
R22;REM;12846.0;12852.1;6.10;43.106;40.894;52.567;49.744;50.201;58.823;19.836;102.463;65.384;28.076;36.011;68.283;15.030;0.2975;0.4272;0.9155;0.9995;0.2441
R22;REM;6662.1;6668.3;6.20;103.531;62.485;40.436;28.915;26.855;20.599;40.970;72.556;45.013;0.6943;16.403;14.801;13.046;0.6180;0.4044;35.324;0.6256;0.5722
R22;REM;7600.0;7606.2;6.20;0.0839;0.0610;0.0687;0.0458;0.0458;0.0763;28.687;22.659;35.172;0.3052;0.5264;49.515;0.3662;0.1144;0.1297;0.8469;0.9308;0.7706
R22;REM;17340.0;17346.6;6.60;124.435;33.875;0.3967;0.2213;0.2289;0.1526;30.823;51.880;100.403;12.589;56.686;12.589;0.2136;0.3586;0.1373;0.2518;88.120;161.514
R22;REM;3997.0;4003.6;6.60;0.1678;0.1450;0.1297;0.1221;47.073;20.676;28.915;40.741;75.378;14.343;0.5417;0.7706;37.842;0.3815;0.1373;0.9537;11.978;29.755
R22;REM;6384.1;6390.8;6.70;0.1602;0.1450;0.1450;0.1831;0.1144;0.1297;13.504;35.782;52.872;40.131;0.8392;15.030;52.109;0.9460;0.9689;30.441;0.7019;0.2594
R22;REM;29083.0;29089.7;6.70;0.0305;0.0381;0.0229;0.0229;0.0534;0.0458;0.9003;200.653;124.588;40.588;0.5112;16.479;14.496;0.3433;0.3128;0.3128;42.191;32.120
R22;REM;12977.1;12983.9;6.80;0.0305;0.0458;0.7248;0.2213;0.0305;0.1984;52.795;204.849;251.312;97.961;45.929;12.207;18.005;0.5951;0.2518;0.1221;32.806;47.150
R22;REM;21710.0;21716.8;6.80;201.416;22.278;15.869;0.7935;0.6332;0.4959;17.395;61.722;65.231;57.755;47.073;32.730;0.4120;0.2899;0.2899;0.4654;46.616;111.160
R22;REM;12658.0;12664.9;6.90;0.1144;0.1068;0.1068;0.1297;0.1068;0.3738;0.2670;126.266;124.741;72.556;31.433;36.774;40.665;0.7172;0.9460;0.3281;17.929;21.362
R22;REM;13915.1;13922.1;7.00;340.500;11.749;0.2747;0.5646;0.2441;19.455;0.9995;184.021;21.667;0.4807;44.937;0.9766;0.7935;0.5569;0.3815;26.627;1.446.991;159.302
R22;REM;27670.0;27677.0;7.00;0.3891;0.2823;0.2213;0.5417;24.414;0.2670;10.605;50.583;264.587;94.070;99.335;27.695;0.9155;0.2823;0.1526;0.2823;17.242;38.376
R22;REM;27806.0;27813.1;7.10;31.433;0.9995;0.1450;0.5112;0.0610;0.0610;30.136;71.182;116.043;52.567;95.749;30.441;29.068;0.5493;0.1221;0.0992;0.3510;0.5722
R22;REM;3150.1;3157.2;7.10;0.3433;0.3052;0.7019;17.319;0.2747;0.3052;32.043;165.253;72.479;44.556;16.022;15.793;64.926;0.3815;0.5493;0.4501;0.2899;0.2594
R22;REM;6766.0;6773.1;7.10;0.1297;0.6790;18.616;0.1526;0.6104;0.4425;10.834;98.114;242.844;238.495;126.419;136.948;34.027;0.6714;0.2136;0.2213;400.543;339.508
R22;REM;12273.0;12280.1;7.10;38.300;12.741;0.5875;0.5798;0.3357;0.0839;40.283;34.561;37.155;51.117;34.027;48.141;0.2747;0.4578;0.1984;0.2213;17.853;0.5112
R22;REM;2384.0;2391.2;7.20;0.0534;11.063;0.2365;0.0992;0.1755;0.0458;28.152;53.940;68.207;280.457;56.076;252.762;17.700;0.7629;0.6409;0.1984;0.0992;0.7172
R22;REM;26467.0;26474.2;7.20;22.964;17.853;0.2136;0.1907;10.986;0.3815;13.046;57.297;130.463;39.368;36.011;0.5722;20.523;0.9003;0.6180;0.4272;21.820;21.896
R22;REM;27367.0;27374.2;7.20;0.2213;0.1373;0.0763;0.0763;0.0687;0.0610;10.834;121.384;38.223;19.150;16.251;27.695;10.223;0.1755;0.0763;0.3204;35.248;27.618
R22;REM;7464.1;7471.4;7.30;0.0610;0.1907;0.0687;0.1602;0.0916;0.0610;36.316;26.779;51.804;127.411;125.656;116.119;0.2899;14.038;0.5951;0.2136;19.226;15.335
R22;REM;26115.0;26122.3;7.30;0.1450;0.0839;0.1755;0.2213;0.0687;0.1450;39.978;138.245;36.621;49.973;210.190;99.945;17.014;0.3662;0.3967;0.7477;16.327;0.3204
R22;REM;3003.0;3010.3;7.30;0.2747;0.2670;0.4272;0.5493;0.3738;0.3967;0.4272;91.095;325.546;23.804;0.6104;21.286;33.646;0.5569;0.0534;0.6714;201.950;127.945
R22;REM;12017.0;12024.4;7.40;0.2289;0.1755;0.1450;0.1831;0.1602;0.1373;25.101;122.833;37.384;48.904;0.4883;0.6943;48.523;0.2289;0.5722;0.4501;34.790;52.261
R22;REM;18470.0;18477.4;7.40;0.0381;0.0229;0.0305;0.2136;27.847;0.0916;0.4425;97.275;48.141;42.648;63.171;237.808;0.2136;0.1068;0.1907;0.5264;22.888;17.700
R22;REM;20419.0;20426.5;7.50;0.0534;0.0687;0.2518;0.1068;0.0610;24.109;59.204;520.554;302.734;242.386;414.963;192.871;30.746;0.2441;0.1602;0.5722;0.3891;0.2136
R22;REM;22118.0;22125.5;7.50;0.0229;0.0153;0.0153;0.0458;0.0381;0.5264;0.6714;98.114;37.460;0.5341;23.041;43.793;12.054;0.4730;0.4425;27.008;105.820;179.596
R22;REM;26320.1;26327.6;7.50;0.1526;0.1068;0.0992;0.9537;0.1297;0.6638;15.869;40.359;50.964;63.629;69.275;12.970;0.4501;0.3052;0.2518;0.6256;121.460;49.667
R22;REM;21233.0;21240.6;7.60;86.899;62.637;47.607;38.681;34.790;13.580;0.6409;28.534;64.240;0.9689;0.8163;10.147;47.455;0.3738;0.4578;26.245;187.225;196.152
R22;REM;6124.1;6131.7;7.60;0.2136;0.1221;0.1373;0.1297;0.1755;0.1755;71.945;188.904;258.102;166.626;116.272;69.809;26.245;0.3281;0.2899;0.1755;0.1373;0.1678
R22;REM;6831.0;6838.6;7.60;0.2670;0.1297;0.1297;0.0839;0.3586;0.1297;19.608;170.364;36.163;44.022;28.229;11.749;30.670;0.0839;0.1984;0.1678;0.1373;0.1678
R22;REM;22899.1;22906.7;7.60;305.786;16.785;59.128;0.0992;11.749;0.9155;64.316;293.427;227.432;55.618;50.735;13.428;0.3586;0.4501;12.207;0.2518;90.179;37.003
R22;REM;26051.0;26058.7;7.70;0.6256;0.4883;0.2060;0.0763;0.0992;0.0610;16.403;53.482;102.921;154.190;126.801;10.376;28.229;0.7629;0.3433;0.2594;0.4654;0.3510
R22;REM;9111.1;9119.0;7.90;268.707;13.046;0.5035;0.2747;0.2747;0.8240;40.207;57.068;33.646;0.3967;0.7248;0.7477;36.011;0.8926;0.2060;0.6027;0.1602;0.1221
R22;REM;25570.1;25578.0;7.90;0.3281;0.5417;0.3204;0.3128;0.2441;0.2060;31.357;24.948;59.814;77.515;10.147;43.945;0.4425;0.7629;0.5035;0.1526;400.925;120.316
R22;REM;27614.0;27622.0;8.00;0.6332;0.2594;0.1984;0.1373;0.1297;0.1297;17.166;89.722;53.177;34.485;26.474;0.8774;27.542;0.2670;0.3662;0.2747;0.7706;0.4501
R22;REM;19798.0;19806.1;8.10;0.0458;0.0458;0.0610;0.3967;0.0458;0.0458;15.564;167.160;130.005;60.425;83.847;192.490;46.463;0.2365;0.1373;0.3281;34.332;35.400
R22;REM;18504.0;18512.2;8.20;0.0381;0.0381;0.0763;0.0305;0.0610;0.0534;14.877;185.776;142.365;24.185;76.523;321.045;42.648;0.2213;0.1526;0.5646;0.8469;12.970
R22;REM;12903.1;12911.4;8.30;0.1068;0.0305;0.0305;0.0687;0.0305;0.0305;14.343;74.997;363.770;29.373;0.5722;23.575;0.3586;0.3891;0.3967;0.4120;0.2289;0.1526
R22;REM;7722.0;7730.4;8.40;0.1678;0.2441;0.0229;0.0687;0.0534;0.3510;0.4425;88.577;58.136;13.351;38.071;87.051;0.8926;0.3281;0.1068;0.9995;22.888;19.531
R22;REM;18759.0;18767.4;8.40;0.3510;0.2975;0.6485;0.3891;15.869;0.7172;10.605;223.999;167.084;170.898;234.680;55.237;0.7248;0.4044;0.2289;0.2747;189.590;107.346
R22;REM;5757.0;5765.5;8.50;0.1221;0.0992;0.0763;0.0534;0.0763;0.0763;0.5646;145.874;463.409;413.742;18.387;36.926;19.836;0.4959;0.0610;0.1068;0.8163;0.2213
R22;REM;6501.1;6509.6;8.50;0.2747;37.231;192.490;0.7706;0.7095;0.7477;37.689;116.959;41.199;10.605;25.864;33.646;0.4196;0.2060;0.5188;13.809;0.0610;0.0763
R22;REM;17548.0;17556.5;8.50;52.414;34.027;0.3052;0.0458;0.0687;0.0534;10.452;36.163;38.910;198.898;610.352;123.901;13.657;0.4730;0.4425;0.1831;31.967;67.139
R22;REM;18669.0;18677.5;8.50;0.2670;0.2594;0.1068;0.0458;0.1831;0.1831;12.207;78.735;83.923;94.833;296.326;99.487;0.6714;0.4272;0.5264;0.3967;0.2136;0.1450
R22;REM;19151.0;19159.5;8.50;133.057;37.384;34.866;41.580;36.469;43.488;24.490;23.575;46.692;39.291;0.9766;0.3586;0.5035;0.3891;0.7935;0.6790;19.226;25.787
R22;REM;27406.0;27414.6;8.60;0.7935;0.3738;0.1755;0.5417;0.1221;0.0916;18.616;198.364;179.977;168.915;210.724;103.531;15.717;0.3357;0.1450;0.1450;0.8163;0.7629
R22;REM;28722.0;28730.6;8.60;28.763;17.700;0.1831;0.0763;0.0534;0.0305;40.817;70.114;80.948;37.003;88.806;64.850;30.136;0.1526;0.2594;0.2060;0.1755;0.3891
R22;REM;8051.0;8059.6;8.60;0.1831;0.0687;0.0458;0.0458;0.0458;0.0687;24.109;98.038;145.035;76.141;205.383;112.228;28.763;0.2975;0.2136;0.4807;0.1526;0.3891
R22;REM;3331.0;3339.7;8.70;0.0916;0.2060;0.2060;0.0610;0.0305;0.0305;0.6714;404.205;451.660;469.131;197.296;285.721;16.098;0.1221;0.1678;0.1144;21.439;22.202
R22;REM;10479.0;10487.7;8.70;55.466;48.523;21.896;0.4883;0.4654;0.2365;17.090;42.572;77.667;270.233;124.283;187.912;11.673;13.580;0.6638;0.1450;0.3204;23.346
R22;REM;28363.0;28371.7;8.70;13.733;15.182;15.030;12.131;10.986;0.8850;0.8163;33.951;123.062;170.822;47.836;190.506;111.771;0.8926;0.2441;0.1602;0.3510;20.752
R22;REM;8299.0;8307.8;8.80;0.1297;0.4883;0.0992;0.7553;0.3586;0.0610;22.964;49.820;64.926;0.9232;77.438;785.675;33.493;0.8545;0.6866;33.340;0.1755;0.1450
R22;REM;9092.0;9100.8;8.80;125.809;18.845;12.894;0.5341;0.1144;0.0916;52.490;47.226;32.501;34.103;32.120;15.182;0.3128;0.0839;0.4044;0.1526;0.1907;0.1755
R22;REM;9507.0;9515.8;8.80;0.0305;0.0305;0.0305;0.0839;0.3967;0.0305;15.793;22.964;86.517;64.926;34.332;11.139;0.7401;0.5875;0.2518;0.5035;0.1907;0.1984
R22;REM;22663.0;22671.8;8.80;51.193;51.880;47.302;44.327;41.733;43.564;24.567;37.689;24.719;0.2518;0.5188;16.098;0.4044;0.5417;0.3433;34.409;11.902;40.588
R22;REM;12698.0;12706.9;8.90;0.0992;0.0992;0.0916;0.0839;0.0839;0.0763;39.139;115.433;65.613;39.825;0.7553;41.122;16.022;0.3738;0.2518;0.1678;10.681;11.749
R22;REM;17178.0;17186.9;8.90;0.2594;0.3204;0.1907;0.6104;0.0839;0.0610;14.648;84.305;221.939;301.743;383.911;68.436;0.5112;0.1526;0.0763;0.0610;0.2823;0.9766
R22;REM;7311.0;7320.0;9.00;0.0916;0.1221;0.0610;0.1602;0.0839;0.0534;22.964;37.766;108.414;204.010;234.070;143.738;22.125;0.5493;0.1602;0.1984;0.0687;0.0458
R22;REM;10358.0;10367.0;9.00;44.022;23.956;0.4807;0.1602;0.1755;0.2289;10.300;47.836;65.918;20.294;27.542;13.657;11.902;0.4807;0.2518;0.6027;10.376;0.4272
R22;REM;28114.0;28123.0;9.00;0.0916;0.0534;0.0534;0.0687;0.0687;0.0687;15.640;335.770;204.849;30.899;120.773;67.520;13.733;0.4578;0.2289;0.5035;93.613;173.569
R22;REM;18877.0;18886.1;9.10;67.368;0.4425;0.0916;0.1068;0.0916;0.1984;38.300;22.278;70.496;11.368;55.389;31.738;0.2899;0.2594;0.5264;20.828;115.356;156.097
R22;REM;27709.0;27718.1;9.10;33.798;21.133;21.591;11.139;0.5341;0.2899;25.101;102.997;84.229;17.624;51.880;26.093;18.616;0.4959;0.7248;0.8774;12.512;0.5951
R22;REM;28444.0;28453.1;9.10;0.5493;0.6256;0.4196;10.834;23.575;0.0763;14.801;20.828;106.201;130.997;35.019;230.713;20.905;0.8392;0.1755;0.3662;216.827;81.940
R22;REM;5671.0;5680.1;9.10;22.507;14.267;10.452;0.4578;0.1755;27.084;17.548;43.259;44.250;153.046;73.929;15.182;0.9384;12.131;0.7858;0.0839;0.1373;0.1755
R22;REM;3714.0;3723.2;9.20;0.6561;0.5188;0.2365;0.3204;0.1221;0.2289;22.049;26.855;83.008;109.100;0.9995;15.106;64.392;0.7172;0.4730;0.3128;88.654;13.428
R22;REM;22637.0;22646.2;9.20;0.7172;0.1984;0.0839;0.0687;0.0305;0.0305;55.542;35.934;64.545;83.542;44.708;157.471;0.7477;0.2289;0.0610;0.1526;0.5264;0.1068
R22;REM;25810.0;25819.2;9.20;0.0916;0.0839;0.1144;0.0763;0.0916;0.0458;0.9537;28.610;87.814;61.340;249.863;238.037;18.005;0.9689;0.4272;0.1602;14.343;72.403
R22;REM;8935.0;8944.3;9.30;65.536;68.665;57.907;30.136;0.2899;0.1678;37.308;120.773;60.806;13.123;23.117;286.789;10.529;0.1297;0.2289;13.123;0.1450;0.2289
R22;REM;12819.0;12828.3;9.30;45.242;18.616;0.1068;0.0610;0.0534;0.0381;11.215;72.708;33.340;106.506;187.302;92.773;11.063;0.2899;0.2365;0.1526;0.8011;0.1526
R22;REM;2106.0;2115.5;9.50;25.482;10.300;0.6866;0.8774;0.6638;10.681;0.9842;43.488;234.070;33.722;17.853;14.572;12.207;0.3128;0.2060;0.6561;0.3738;0.3967
R22;REM;5853.1;5862.6;9.50;0.1221;0.0916;0.0916;0.0687;0.0610;0.1144;12.970;21.820;47.989;242.767;180.359;87.967;10.681;0.1831;0.4044;0.2747;0.1373;0.2747
R22;REM;6939.0;6948.5;9.50;95.444;17.853;0.1450;0.0839;0.0381;0.0305;51.651;132.980;88.806;37.918;244.217;69.580;0.7248;0.0916;0.1221;0.4196;19.913;0.4425
R22;REM;4376.1;4385.7;9.60;0.0534;0.0763;0.3510;0.5188;0.9766;0.7935;14.191;174.866;93.613;41.046;0.8316;15.411;74.921;0.7858;0.4272;0.9308;19.150;52.414
R22;REM;2533.0;2542.6;9.60;0.3052;0.3662;0.0992;0.0381;0.0305;0.0305;0.3586;118.866;341.949;107.269;0.9384;81.940;30.441;0.6790;0.1907;0.2823;0.5188;0.1755
R22;REM;13704.0;13713.8;9.80;0.1221;0.0992;0.0916;0.0992;0.0458;0.0305;0.8926;30.670;28.381;20.676;13.962;86.594;12.665;0.4501;0.1831;0.3281;12.512;20.370
R22;REM;22881.0;22890.8;9.80;0.1373;0.1602;0.1297;0.0916;0.5875;12.817;35.324;37.003;25.330;0.3510;14.420;51.422;23.499;10.605;0.8163;34.180;0.3967;0.1373
R22;REM;23127.0;23136.8;9.80;76.447;18.616;12.894;16.022;0.0458;0.1373;61.111;58.746;136.871;182.800;511.322;547.485;0.7095;0.2823;0.1678;0.2518;16.632;17.776
R22;REM;2625.1;2634.9;9.80;0.2213;0.1144;0.0305;0.1526;0.0305;0.0305;10.605;99.945;46.844;132.294;0.7095;0.4883;21.896;0.2136;0.1602;0.2136;0.1526;0.4120
R22;REM;5619.0;5628.9;9.90;0.1144;0.1068;0.6332;0.0839;0.1678;0.4196;11.368;67.673;62.027;96.054;100.021;118.484;12.360;0.3815;0.3204;0.2441;0.1526;0.4120
R22;REM;12674.0;12683.9;9.90;0.1068;0.0763;0.0458;0.2975;0.1297;0.0687;0.9079;154.495;99.182;187.073;207.748;217.667;0.6638;0.6104;0.6561;0.2670;14.267;19.531
R22;REM;19973.0;19982.9;9.90;0.3738;0.1068;0.1068;0.1221;0.0687;0.0458;29.373;60.959;23.727;33.112;192.490;89.111;31.815;0.7324;0.7706;0.3510;0.1678;0.0916
R22;REM;3408.1;3418.1;10.00;0.0458;0.0610;0.0305;0.0534;0.1526;0.6485;25.635;19.913;96.512;156.021;67.520;77.133;0.6104;0.2899;0.6561;0.2975;0.5493;11.749
R22;REM;10691.0;10701.0;10.00;0.9003;0.5798;0.2213;0.7858;10.300;0.6638;0.9003;31.433;33.493;16.327;26.398;103.683;15.106;0.5646;0.1678;0.1678;13.504;12.131
R22;REM;13496.0;13506.0;10.00;0.1144;0.2747;21.591;0.3128;0.0687;0.4349;67.749;356.674;133.133;129.242;107.803;352.707;13.275;0.4959;0.2060;0.6180;0.8163;0.2899
R22;REM;13560.1;13570.1;10.00;34.180;23.193;0.8774;0.4807;0.5341;0.3128;0.6256;33.722;28.458;0.4807;28.839;53.711;32.578;0.6180;0.8316;64.468;39.444;16.098
R22;REM;21172.0;21182.0;10.00;54.779;57.678;61.646;80.185;24.719;11.444;0.2899;71.869;46.844;45.471;59.280;47.760;11.978;0.4578;0.2594;0.0916;0.2213;0.1144
R22;REM;20485.0;20495.1;10.10;62.256;28.610;0.4501;0.3738;0.2670;0.2060;19.913;384.445;1.176.224;1.005.402;253.296;79.346;29.144;0.1755;0.1221;0.1144;23.499;0.5035
R22;REM;22170.0;22180.1;10.10;12.589;0.8850;0.6485;0.2060;0.2060;0.2213;39.902;72.174;84.381;47.073;24.414;63.400;17.014;12.665;0.2213;0.0534;0.3204;0.3433
R22;REM;29119.0;29129.1;10.10;0.3967;0.2518;0.0763;0.0534;0.0916;0.0381;13.351;98.724;95.367;39.749;243.607;83.542;0.7706;0.2213;0.1831;0.6180;0.1373;0.3281
R22;REM;5648.0;5658.1;10.10;17.471;0.6256;0.1297;0.0992;0.3204;0.1068;35.019;122.528;147.095;84.686;56.076;177.689;16.632;0.2594;0.1221;0.2213;15.182;27.542
R22;REM;8995.0;9005.1;10.10;18.921;18.539;10.681;0.2289;0.1755;0.1678;16.251;39.215;151.291;78.735;16.098;79.346;0.6332;0.5493;0.1221;0.0687;16.479;14.267
R22;REM;12291.0;12301.3;10.30;48.676;34.027;23.193;18.158;29.068;0.2365;18.311;28.915;113.602;33.569;186.996;86.441;17.700;0.5951;0.3891;0.5798;0.2213;0.3128
R22;REM;12763.1;12773.5;10.40;12.207;11.292;0.9537;0.2136;0.0992;0.0916;23.575;73.547;53.635;34.409;28.229;188.217;0.9613;12.665;0.5798;0.5341;10.071;0.7095
R22;REM;20198.0;20208.4;10.40;0.1678;0.1144;0.0687;0.0458;0.0610;0.0839;13.657;103.912;106.964;125.122;274.811;55.008;19.913;0.1602;0.1373;0.2136;0.6943;0.4044
R22;REM;28782.0;28792.4;10.40;0.0458;0.0534;0.0381;0.0381;0.0610;0.0763;14.648;37.155;278.397;503.998;555.038;61.798;45.166;0.3738;0.1068;0.0839;25.024;22.507
R22;REM;28948.0;28958.4;10.40;0.0305;0.0305;0.0229;0.0305;0.0458;0.0763;15.182;37.918;59.204;101.089;26.855;193.100;0.5035;0.5722;0.4959;0.2899;0.1373;0.2289
R22;REM;5523.0;5533.5;10.50;0.1831;0.2823;0.0763;0.0229;0.0305;0.0458;0.8621;174.179;464.172;44.785;79.803;66.071;43.030;0.2823;0.1221;0.8087;22.964;0.8392
R22;REM;10453.0;10463.5;10.50;0.0610;0.0381;0.0458;0.1144;0.0458;0.0458;10.376;40.588;28.763;78.964;67.673;103.760;11.368;0.0839;0.2136;0.2594;0.2289;0.4196
R22;REM;13824.0;13834.5;10.50;0.9766;0.5646;0.1602;0.1144;0.1526;0.1068;0.5188;57.678;83.084;13.580;11.063;16.022;28.610;0.2594;0.5722;26.321;17.548;25.101
R22;REM;20614.0;20624.5;10.50;94.986;26.169;18.921;10.452;22.125;18.921;27.466;36.240;88.806;38.071;75.226;213.013;0.2518;0.2518;0.1755;0.1221;0.4578;0.2975
R22;REM;20579.0;20589.6;10.60;0.7095;0.7706;0.1526;0.1144;42.114;0.3128;38.452;62.027;25.101;36.469;233.841;478.058;0.2060;0.2441;0.3357;0.2365;0.9613;0.3510
R22;REM;3616.0;3626.6;10.60;0.3510;0.2670;0.2060;0.0916;0.0458;0.0992;14.801;22.507;63.934;35.019;145.493;59.814;62.103;0.7477;0.6409;0.8240;30.212;0.6561
R22;REM;7076.0;7086.6;10.60;0.3891;0.0687;0.0305;0.0305;0.0381;17.471;10.681;49.057;112.152;49.820;209.274;662.766;33.188;0.7401;0.5569;0.4349;0.0839;0.0992
R22;REM;10548.0;10558.8;10.80;0.0839;0.0610;0.0610;0.0381;0.0534;0.0458;18.234;44.174;14.114;150.757;176.315;95.139;0.5875;0.3815;0.3586;0.0687;0.7401;15.030
R22;REM;28530.0;28540.8;10.80;0.1526;0.1526;0.1984;0.1297;0.1755;0.2747;0.8698;61.111;50.659;48.599;104.370;170.059;10.986;0.0916;0.0687;0.1831;48.599;17.166
R22;REM;17666.1;17676.9;10.80;0.1297;0.1373;0.0992;0.0381;0.0458;0.0458;10.986;135.040;178.986;34.790;0.9689;0.5112;15.945;0.2518;0.4272;0.2060;61.646;11.292
