#RAT ;#SONO;INICIO ;FIM;DURAÇÃO;EMG -8;EMG -6;EMG -4;EMG -2;EMG AP1;EMG AP2;REM -8;REM -6;REM -4;REM -2;REM AP1;REM AP2;NREM -8;NREM -6;NREM -4;NREM -2;NREM AP1;NREM AP2
R22;REM;12130.0;12140.9;10.90;15.030;10.834;0.2518;0.1450;0.1755;0.0763;40.817;59.433;98.572;86.288;23.804;16.403;0.7019;12.207;0.1450;0.1831;14.114;13.351
R22;REM;27854.0;27864.9;10.90;0.1678;0.1221;0.0839;19.302;0.0610;0.0610;0.9308;77.972;126.114;73.700;167.847;183.029;23.041;0.2441;0.2060;0.4120;0.8774;0.5112
R22;REM;21828.0;21839.1;11.10;0.4349;0.2518;0.1221;0.0839;0.0458;0.0534;12.436;36.774;53.024;37.155;177.994;175.858;0.7324;0.4501;0.1755;0.6790;0.1373;0.3891
R22;REM;22599.0;22610.1;11.10;0.0305;0.0305;0.0305;0.0458;0.4044;15.488;0.8621;27.695;86.823;118.866;374.146;1.573.792;31.204;0.2823;0.2518;0.2670;16.785;11.139
R22;REM;24893.0;24904.1;11.10;0.1373;0.1297;0.1907;0.1450;0.1068;0.0763;0.9537;35.248;112.534;125.885;36.469;22.583;0.8545;0.3891;0.1907;0.2365;69.046;14.114
R22;REM;25178.0;25189.1;11.10;103.683;25.787;0.1221;0.2289;0.2289;0.1678;89.188;92.239;39.825;37.003;119.629;155.182;0.2747;0.1068;0.1907;0.7324;43.716;36.392
R22;REM;28618.0;28629.1;11.10;0.0305;0.0229;0.0305;0.0305;0.0305;0.0534;12.970;33.951;26.245;37.155;138.245;52.338;0.8698;0.3586;0.2823;0.1678;0.4196;0.0839
R22;REM;10326.0;10337.1;11.10;0.0610;0.0381;0.0381;0.0458;0.0381;0.0458;18.845;29.297;161.972;93.002;90.027;84.000;0.1984;0.3967;0.2289;0.1907;10.681;14.572
R22;REM;12072.0;12083.1;11.10;0.2213;0.1755;0.1068;0.0687;0.1068;0.0687;0.4959;63.324;110.626;32.883;34.409;27.313;83.008;0.3052;0.2594;0.1526;17.014;29.755
R22;REM;12100.0;12111.1;11.10;0.9613;0.1755;0.0610;0.0305;0.0381;0.0916;14.420;54.016;299.301;567.017;367.889;261.002;0.4196;0.1221;0.1221;0.1297;44.479;57.144
R22;REM;19122.0;19133.2;11.20;0.0763;0.0916;0.0916;0.0839;0.0839;12.894;0.9460;180.283;72.937;139.236;478.363;835.571;12.360;0.0458;0.3281;0.4349;0.1450;0.1373
R22;REM;28480.1;28491.3;11.20;15.182;0.2594;0.2365;0.0916;0.0305;0.0534;53.558;196.457;193.710;131.454;104.904;157.928;18.311;0.4272;0.0763;0.0992;13.580;0.1373
R22;REM;8842.1;8853.4;11.30;0.9537;0.6485;0.2747;0.2365;0.7858;0.9995;38.986;45.013;25.406;62.027;383.072;130.920;18.997;0.9003;13.504;0.5341;32.578;17.319
R22;REM;20687.0;20698.3;11.30;36.316;27.924;14.801;0.5264;24.643;0.3510;16.098;50.888;46.310;86.136;60.883;27.313;0.6638;0.6561;0.5035;0.1678;56.610;13.199
R22;REM;23369.0;23380.3;11.30;36.850;35.248;21.744;15.030;0.9003;0.2747;15.259;124.969;263.901;135.574;131.531;107.193;0.7095;0.1907;0.0916;0.1602;144.196;151.520
R22;REM;7544.1;7555.5;11.40;0.0534;0.1068;0.0381;0.0305;0.2136;0.0992;20.905;57.373;61.951;65.765;163.879;605.164;11.292;0.4501;0.3891;0.3586;56.915;37.460
R22;REM;13522.0;13533.5;11.50;0.9232;0.8698;0.8621;0.9460;0.6104;0.1297;46.387;56.305;62.332;25.940;31.586;16.556;24.109;0.8621;0.8240;26.245;0.5798;0.2518
R22;REM;22388.0;22399.5;11.50;29.068;0.6561;0.4501;0.3891;0.3815;0.1450;22.812;25.940;78.659;14.648;10.605;31.662;0.9079;0.4730;0.4578;10.529;0.1373;0.1678
R22;REM;21304.0;21315.6;11.60;0.0305;0.0305;0.0305;0.0381;0.0381;0.0305;12.817;27.237;106.506;111.847;36.926;80.261;0.4654;0.3662;0.3433;0.1984;0.6790;23.880
R22;REM;19366.1;19377.7;11.60;0.1450;0.1144;0.1068;0.1068;0.1144;0.1221;32.349;55.084;66.681;75.684;42.572;60.959;30.594;10.681;0.4349;0.7248;0.3357;0.1984
R22;REM;10506.0;10517.7;11.70;56.992;28.992;0.4196;0.1450;0.1450;0.0763;36.545;52.795;56.992;57.526;29.373;18.539;26.550;0.3052;0.3281;0.1984;16.251;21.133
R22;REM;18857.0;18868.8;11.80;0.0381;0.0610;0.0381;0.1602;0.0610;0.1373;0.7553;58.060;62.561;116.043;28.763;93.613;0.9842;0.2670;0.1602;0.0839;31.586;30.594
R22;REM;21403.0;21414.8;11.80;0.8545;0.4425;0.4120;0.3815;0.1831;0.1755;97.275;47.531;46.234;87.433;26.550;52.643;11.215;0.8392;0.8926;0.4272;188.675;106.659
R22;REM;10073.0;10084.9;11.90;0.0916;0.1907;0.0687;0.0992;0.0534;0.0687;0.6180;103.378;105.362;15.106;17.166;90.637;18.921;0.1602;0.1907;12.131;0.2594;0.0992
R22;REM;17859.0;17870.9;11.90;67.139;30.899;0.4044;0.0458;0.0305;0.0381;17.700;43.869;239.563;281.067;289.230;15.793;48.141;0.6790;0.4883;0.1450;35.172;0.1907
R22;REM;23335.0;23346.9;11.90;11.597;10.147;13.351;10.834;0.1144;0.0534;0.9079;46.158;173.264;108.261;246.277;98.801;0.7706;0.1755;0.2899;0.3204;40.970;17.166
R22;REM;8964.0;8976.0;12.00;71.487;23.804;0.3586;0.0839;0.0381;0.0381;76.981;203.400;95.673;172.729;84.229;208.130;21.057;0.1221;0.1144;0.0916;0.2365;0.1602
R22;REM;10275.0;10287.0;12.00;12.207;10.300;0.2365;0.0687;0.1450;0.0305;0.9308;77.744;99.487;142.212;30.594;36.774;18.234;0.1373;0.1450;0.1602;0.1450;0.2136
R22;REM;9600.2;9612.3;12.10;0.2213;0.2213;0.1984;0.0992;0.1450;0.0763;24.796;36.011;41.199;61.874;60.654;155.869;22.049;0.5951;0.5951;0.1831;27.771;0.9689
R22;REM;21778.1;21790.2;12.10;0.0458;0.0458;0.0458;0.0610;0.0534;0.0381;28.839;48.294;17.853;233.383;33.417;77.286;0.4883;0.3052;0.2213;0.0458;0.7248;16.556
R22;REM;17287.1;17299.4;12.30;51.346;17.242;44.556;0.3815;0.0687;0.2136;24.033;56.229;38.147;207.443;163.727;54.626;16.174;0.4425;0.8774;0.2441;0.1602;0.2365
R22;REM;8906.0;8918.4;12.40;93.002;0.6714;0.8087;0.4349;0.5035;0.1450;22.278;15.869;42.191;74.081;10.529;10.376;21.973;15.335;0.6790;0.1373;0.3738;0.5951
R22;REM;17723.1;17735.5;12.40;0.1373;0.0458;0.0305;0.0305;0.0305;0.0381;10.147;65.079;79.498;31.204;14.877;98.648;0.2670;0.3204;0.4196;0.8087;0.7782;0.3204
R22;REM;28203.0;28215.4;12.40;0.0916;0.0916;0.0916;0.0916;0.1144;0.0610;0.4044;32.883;180.893;314.636;152.435;77.438;0.0839;0.1068;0.4349;0.1831;51.804;41.122
R22;REM;21862.0;21874.5;12.50;0.5569;0.5646;0.1907;0.1068;0.1068;0.1221;17.166;55.771;52.338;24.948;0.8011;37.155;14.420;0.4654;0.2365;0.6943;0.1144;0.3815
R22;REM;19895.0;19907.7;12.70;0.2289;0.2213;0.2060;0.1602;0.0839;0.0763;0.7706;24.261;64.392;14.954;0.6790;0.3967;10.376;0.7019;0.2289;0.8545;0.2670;0.1984
R22;REM;20458.0;20470.8;12.80;59.814;28.152;0.9918;0.1373;0.1297;0.1068;0.5341;70.190;33.798;66.757;154.190;119.629;0.5264;0.0763;0.2136;0.0839;0.0992;0.1831
R22;REM;20656.0;20668.8;12.80;28.687;10.834;0.7324;0.2747;0.1526;0.1373;60.959;70.267;31.433;30.289;18.387;20.981;12.589;11.520;0.8087;0.1907;0.4044;0.5188
R22;REM;20862.1;20874.9;12.80;0.0153;0.0153;0.0153;0.0610;0.0229;0.0381;0.9079;32.730;81.711;47.913;71.106;218.506;37.003;0.7324;0.1602;0.1602;0.1450;0.2670
R22;REM;12158.0;12170.9;12.90;99.182;29.602;0.3586;0.1450;0.0916;0.8621;13.657;75.531;688.705;563.278;80.872;51.117;0.7095;0.2747;0.1755;0.0839;34.332;34.103
R22;REM;4458.0;4471.0;13.00;0.0916;0.0916;0.0916;0.1068;0.1068;0.0992;27.924;83.771;61.340;42.725;70.267;23.651;27.924;0.4807;0.4578;0.7782;14.420;12.054
R22;REM;17801.0;17814.0;13.00;0.0839;0.0458;0.0610;0.6256;0.0305;0.1221;0.9766;264.664;109.329;89.874;419.693;1.184.616;20.981;0.2899;0.1144;0.5951;12.054;0.8926
R22;REM;22432.0;22445.3;13.30;0.0687;0.0305;0.0381;0.0229;0.0305;0.0381;11.139;50.735;31.281;24.338;51.270;26.550;16.327;0.2975;0.2975;0.3357;0.4196;23.956
R22;REM;28672.0;28685.3;13.30;0.1678;0.0610;18.539;0.2670;0.0992;0.1144;13.199;181.656;211.792;72.250;199.738;220.566;10.300;0.2289;0.1984;0.2747;0.1373;10.452
R22;REM;20006.0;20019.4;13.40;17.471;16.022;13.962;0.5112;0.1221;0.1221;93.002;116.730;57.297;25.558;83.847;21.973;16.708;0.4501;0.6409;0.1907;25.482;25.330
R22;REM;9054.0;9067.5;13.50;102.386;51.956;0.8698;0.0534;0.0305;0.0534;0.3433;57.068;57.907;47.455;93.536;90.332;10.681;0.3281;0.2060;0.1602;0.3204;0.1373
R22;REM;10180.1;10193.6;13.50;57.297;40.665;19.455;0.5951;0.0839;0.0534;19.226;30.823;54.016;73.929;54.855;112.152;0.4959;0.2136;0.0305;0.1373;48.218;10.681
R22;REM;9027.0;9040.7;13.70;103.683;22.583;0.4196;0.0381;0.0229;0.0305;41.122;98.190;130.997;84.534;58.136;183.640;0.8011;0.1373;0.0992;0.1221;0.2289;0.3357
R22;REM;17519.1;17532.8;13.70;131.912;0.6638;0.2365;0.1831;0.0763;0.0381;74.997;162.811;130.539;97.580;109.940;290.146;0.1373;0.1450;0.1831;0.2213;0.3510;0.1068
R22;REM;25310.1;25323.9;13.80;28.381;0.8774;0.3510;0.4120;0.2594;0.2365;35.553;65.765;37.842;22.278;49.744;0.6409;17.319;0.2441;0.1221;0.4425;0.1450;0.4578
R22;REM;6908.1;6922.0;13.90;24.185;0.8698;0.5112;0.0381;0.2823;0.0381;11.978;95.215;215.530;320.435;308.685;373.688;0.2823;0.3281;0.3510;0.2136;13.580;29.984
R22;REM;17365.1;17379.0;13.90;49.438;24.643;0.3586;0.5798;0.1221;0.0763;0.1831;70.953;90.256;61.722;135.422;305.786;20.370;0.2518;0.0992;0.2136;16.937;0.7553
R22;REM;21005.1;21019.0;13.90;0.1450;0.1984;0.0458;40.665;0.0992;0.0305;31.891;144.577;258.484;66.376;120.239;200.653;43.182;0.5417;0.3433;0.5569;0.3967;0.2518
R22;REM;13654.0;13668.3;14.30;25.787;0.9842;0.5646;0.2060;0.8774;0.0610;0.9155;83.618;205.460;286.331;976.639;88.196;0.6180;0.1450;0.2136;0.1907;0.3967;0.0763
R22;REM;21087.0;21101.3;14.30;0.0305;0.0305;0.0305;0.0610;0.0381;0.0305;0.3815;46.463;133.438;149.689;645.447;841.904;26.016;0.5951;0.4120;0.2670;0.1755;0.3128
R22;REM;17600.0;17614.4;14.40;151.215;49.286;11.978;0.0839;0.0534;0.0381;31.204;27.542;42.725;10.986;23.880;35.324;0.2289;0.2518;0.1221;0.5341;0.1221;0.3357
R22;REM;21456.0;21470.4;14.40;23.880;15.411;0.4196;0.2823;0.1297;0.0534;17.090;54.932;45.776;13.657;11.978;44.937;29.373;0.8392;0.5569;41.046;0.5493;0.1755
R22;REM;20050.1;20064.6;14.50;0.0916;0.1831;0.0381;0.0839;0.0381;0.0458;0.4730;28.381;296.783;374.908;137.863;701.065;23.651;0.1450;0.0992;0.0916;0.2823;0.1907
R22;REM;10121.1;10135.9;14.80;0.1755;0.1678;0.4425;0.0534;0.2747;0.1907;27.390;38.757;88.272;157.318;260.391;111.084;15.793;0.3967;0.2823;0.0992;0.8316;19.989
R22;REM;20509.0;20523.8;14.80;26.321;17.014;0.7095;11.902;0.3357;0.5798;0.8240;37.308;70.496;74.310;76.065;84.991;18.539;0.7248;0.2518;0.2670;0.1831;0.5646
R22;REM;21352.0;21366.8;14.80;14.114;22.888;11.063;0.5417;0.2594;0.1678;44.937;35.934;64.774;49.515;11.444;0.2975;14.877;0.4730;0.2289;0.6943;18.692;45.624
R22;REM;22467.0;22481.9;14.90;0.1221;0.0458;0.0229;0.0153;0.0305;0.0458;12.970;60.577;30.823;31.433;131.149;11.826;0.5875;0.4349;0.6180;0.6027;0.1526;0.4654
R22;REM;21739.0;21754.2;15.20;26.245;14.954;13.809;29.221;11.978;0.6256;64.163;45.624;22.354;34.103;15.640;13.885;11.520;0.4501;0.8621;0.9003;0.2747;0.1526
R22;REM;20545.0;20560.3;15.30;156.326;60.577;0.5493;0.3586;13.428;0.1144;60.043;74.234;170.593;1.193.619;760.269;509.109;0.1144;0.2289;0.1755;0.0992;0.1755;0.2289
R22;REM;21684.0;21699.4;15.40;0.0916;0.0763;0.0992;0.7629;26.093;0.3586;40.436;53.711;247.269;138.245;42.343;471.802;29.602;0.5493;0.2975;0.1526;0.3128;0.3738
R22;REM;17483.0;17498.5;15.50;15.488;0.1221;0.0610;0.0687;0.8774;0.0687;0.9537;149.384;298.996;239.868;274.429;126.190;0.1221;0.1526;0.5722;0.2594;0.2594;0.1984
R22;REM;23253.0;23268.5;15.50;0.1221;0.0992;0.0687;0.3433;0.1602;0.1373;0.9003;53.406;76.675;103.683;334.396;173.264;34.561;0.2670;0.2975;0.3738;0.4578;0.0839
R22;REM;17568.0;17584.2;16.20;117.035;13.580;0.2899;0.1831;0.0839;0.0534;218.353;164.566;113.678;116.730;140.305;81.329;0.3510;0.1907;0.2213;0.3204;0.2136;0.2518
R22;REM;10214.0;10230.3;16.30;17.319;11.673;0.2747;0.0458;0.1144;0.0687;0.9003;74.997;84.839;170.135;110.779;694.275;0.2060;0.0916;0.0916;0.0992;0.1602;0.1373
R22;REM;12790.0;12806.3;16.30;0.1984;0.1602;0.1068;0.0458;0.0153;0.0305;108.948;116.119;62.561;68.741;97.885;40.817;25.787;0.2975;0.5493;0.1144;19.608;0.3281
R22;REM;12314.0;12330.6;16.60;97.275;20.752;15.259;11.673;0.4349;0.3052;42.191;218.506;47.455;108.566;227.661;40.894;0.3967;0.1144;0.4196;0.1602;0.7095;16.937
R22;REM;10145.1;10161.9;16.80;196.381;54.779;41.351;27.542;17.395;0.1297;11.597;88.654;96.512;543.747;90.866;253.830;0.8926;0.6561;0.6943;0.0916;0.2213;0.1831
R22;REM;17403.0;17419.9;16.90;0.4654;0.2136;0.1450;0.1602;0.1526;0.1450;17.700;83.923;59.662;67.520;44.022;32.654;0.2747;0.0763;0.1373;0.2289;0.4425;0.3815
R22;REM;12729.0;12746.5;17.50;0.3510;0.1221;0.0763;0.0458;0.3052;0.0381;31.738;51.346;197.296;228.043;265.427;340.424;13.428;0.9155;0.1526;0.4578;0.2289;0.1831
R22;REM;13608.0;13625.5;17.50;0.5798;0.1450;0.0916;0.0610;0.5264;0.8087;10.681;95.673;35.858;24.033;53.787;45.471;18.845;0.6485;0.9003;0.5569;21.515;0.9689
R22;REM;21129.0;21147.2;18.20;0.4196;0.2365;0.0687;0.0305;0.0381;0.0534;0.7095;29.449;152.588;483.780;220.032;277.405;0.9384;0.3433;0.1068;0.0534;0.5951;0.2060
R22;REM;20083.0;20101.7;18.70;88.043;56.305;32.272;15.640;0.1373;0.0763;0.7706;123.672;27.237;77.515;93.689;92.087;15.793;0.5798;0.2899;0.1450;0.4349;0.2136
R22;REM;22349.1;22368.2;19.10;0.2136;0.2060;0.5646;0.4883;15.182;0.6943;15.259;60.425;136.642;238.342;289.841;231.018;0.7477;0.4044;0.9384;0.1068;18.082;0.7172
R22;REM;13875.1;13894.5;19.40;11.063;11.520;0.9995;0.3052;0.1297;0.1144;54.626;83.466;76.904;0.5875;0.1450;0.2060;20.599;0.2213;0.2670;26.703;0.1297;0.3128
R22;REM;12186.0;12206.9;20.90;36.926;16.708;0.3128;0.1984;0.1831;0.2289;52.643;62.561;103.531;12.131;36.850;73.700;15.106;0.2289;0.0763;0.2670;20.981;18.539
R22;REM;10578.0;10600.3;22.30;74.997;38.834;0.5722;0.1831;0.1221;0.1144;0.6790;144.958;130.844;128.098;23.804;0.8621;19.913;0.2365;0.1297;0.0381;0.4349;0.3586
R23;REM;480.0;490.0;10.00;0.2747;0.2060;0.2213;0.1984;0.2136;0.2365;27.618;115.051;73.700;39.825;16.937;11.597;81.100;12.970;13.580;56.686;0.9384;44.022
R23;REM;1310.0;1320.0;10.00;0.1221;0.1068;0.1068;0.0916;0.0763;0.0610;0.7248;28.305;0.9995;15.488;102.768;83.084;66.681;14.038;12.589;0.7706;0.5035;0.0763
R23;REM;2840.0;2850.0;10.00;0.3052;0.3128;0.3128;0.3128;0.3204;0.2975;14.877;17.548;42.953;11.444;43.564;128.555;45.013;74.615;53.482;203.629;0.3662;0.2899
R23;REM;3250.0;3260.0;10.00;117.035;0.5112;0.5417;0.6027;0.5493;0.5493;0.6485;0.9232;10.834;21.439;22.736;19.989;10.529;11.978;15.182;32.883;0.9155;30.441
R23;REM;3430.0;3440.0;10.00;0.3967;0.4883;21.057;123.291;0.7019;0.4807;31.433;19.989;14.343;35.019;0.8698;33.493;15.030;0.1678;12.589;0.2975;21.591;0.9842
R23;REM;4480.0;4490.0;10.00;0.4272;0.4349;0.4044;0.5798;0.3433;0.2213;58.899;0.6943;51.346;107.727;34.485;19.760;89.340;33.798;17.548;0.3662;0.1907;0.0305
R23;REM;4570.0;4580.0;10.00;0.6332;0.5417;0.6027;0.6027;0.5722;0.4959;12.360;12.741;0.5722;40.741;12.207;31.891;24.719;40.054;85.602;29.602;0.7629;15.030
R23;REM;4830.0;4840.0;10.00;0.0839;0.0763;0.0763;0.0687;0.0763;0.0687;28.763;29.144;22.888;10.300;86.899;59.052;67.673;35.477;36.926;47.913;0.2975;0.1373
R23;REM;4930.0;4940.0;10.00;0.0534;0.0458;0.0458;0.0534;0.0610;0.0534;14.801;27.313;83.237;30.746;41.809;159.988;0.5569;0.5493;0.1984;0.4349;0.2975;0.1373
R23;REM;5700.0;5710.0;10.00;0.4196;0.3738;0.3433;0.2823;0.2747;0.1221;123.978;44.708;31.357;22.430;35.934;135.498;12.054;14.801;28.076;28.152;21.286;13.351
R23;REM;5820.0;5830.0;10.00;0.5341;0.4730;0.5188;0.4425;0.3891;0.1450;19.150;55.618;28.839;0.8240;27.466;67.139;39.749;27.313;26.474;28.839;0.9537;0.5493
R23;REM;5900.0;5910.0;10.00;48.370;14.954;0.9613;0.7172;0.7401;0.7172;0.8011;0.8240;17.090;32.272;69.351;23.804;0.5646;10.376;11.597;19.836;0.1907;0.1602
R23;REM;6000.0;6010.0;10.00;0.0534;0.0534;0.0458;0.0458;0.1221;0.0610;15.564;14.267;15.640;35.172;223.083;729.523;30.670;12.054;0.3357;18.158;24.490;26.932
R23;REM;6300.0;6310.0;10.00;0.8316;0.7324;0.6256;0.5417;0.1755;0.0839;39.139;0.8774;42.725;19.455;32.425;18.463;31.509;136.337;40.207;73.090;0.1907;0.1602
R23;REM;6460.0;6470.0;10.00;0.6485;0.6332;0.6180;0.4730;0.2899;0.2213;16.403;26.093;0.8545;30.136;88.196;49.820;28.839;55.542;28.076;52.948;0.1831;0.1602
R23;REM;6770.0;6780.0;10.00;97.427;167.389;348.587;0.6485;0.5112;0.5417;147.476;30.975;26.855;12.436;0.2594;18.234;0.1831;0.2747;0.5035;0.2670;0.2747;0.3510
R23;REM;7220.0;7230.0;10.00;0.0839;0.2823;0.5951;0.9995;0.4196;23.193;15.411;57.907;155.945;45.242;56.381;211.716;0.9460;28.458;0.5569;0.5493;0.5188;11.597
R23;REM;7260.0;7270.0;10.00;0.1984;0.4272;0.7477;0.5722;47.913;0.1373;0.9003;0.9689;22.812;35.400;70.648;37.766;11.749;54.092;0.8545;0.4807;0.2365;0.1831
R23;REM;8800.0;8810.0;10.00;0.0458;0.0305;0.0381;0.0458;0.0534;0.1678;49.133;0.7935;12.741;21.591;23.270;284.500;21.973;28.229;18.234;0.9308;13.428;0.2823
R23;REM;8920.0;8930.0;10.00;0.0305;0.0305;0.0305;0.0305;0.0305;0.0458;15.030;59.204;42.191;0.6180;24.796;52.185;40.970;0.3128;0.9003;20.752;0.4425;0.4120
R23;REM;9280.0;9290.0;10.00;0.0458;0.0534;0.0534;0.0534;0.0839;0.1068;22.202;0.7935;0.9155;324.936;2.319.412;103.989;0.5569;0.3204;0.4349;0.4959;0.5264;0.0763
R23;REM;9670.0;9680.0;10.00;0.0305;0.0305;0.0458;0.0305;0.0305;0.0305;16.708;21.744;0.6180;12.207;0.8011;27.313;27.542;0.9537;27.618;75.836;23.499;16.174
R23;REM;9740.0;9750.0;10.00;0.0839;0.0687;0.0839;0.5417;10.834;0.5722;0.9308;0.4883;0.9842;0.5569;34.103;64.774;22.888;38.528;34.866;21.896;19.150;0.6638
R23;REM;10600.0;10610.0;10.00;0.0610;0.0534;0.0687;0.2136;0.0610;0.0839;167.542;11.978;35.248;27.924;48.065;94.223;0.1678;31.433;45.547;18.234;30.670;18.845
R23;REM;10700.0;10710.0;10.00;0.2136;0.0916;0.2594;0.1602;0.1297;0.0610;140.228;42.572;13.046;0.5569;24.872;291.595;0.1526;0.2441;0.2747;0.3128;31.967;0.9257
R23;REM;12130.0;12140.0;10.00;0.6714;0.3815;0.3891;0.3433;0.3891;0.3433;0.4196;0.6332;0.1984;0.6180;30.594;27.237;19.531;41.962;58.441;24.414;0.1450;0.4730
R23;REM;13240.0;13250.0;10.00;0.3281;0.3586;0.2365;0.2747;0.1984;0.1297;76.065;42.725;22.354;11.597;49.744;0.7553;21.591;42.801;0.5875;13.733;29.984;18.387
R23;REM;13580.0;13590.0;10.00;0.1297;0.0916;0.0916;0.0687;0.0229;0.0153;24.948;0.5341;11.139;0.4501;99.030;492.554;79.041;324.783;69.046;15.182;116.882;227.814
R23;REM;13640.0;13650.0;10.00;0.4654;0.4196;0.1755;0.1526;0.0458;0.0153;43.411;30.823;17.166;0.5264;67.596;240.250;46.997;13.046;11.597;11.063;34.180;13.733
R23;REM;13720.0;13730.0;10.00;14.572;10.529;0.8545;0.6714;0.4807;0.1907;14.954;11.978;0.3510;25.024;145.340;90.485;0.4272;21.286;63.171;10.834;13.504;20.142
R23;REM;14860.0;14870.0;10.00;0.2441;0.2060;0.2518;0.1831;0.1526;0.1678;27.084;20.447;27.924;33.188;20.294;130.920;100.708;88.882;38.986;39.673;0.7629;0.3738
R23;REM;16610.0;16620.0;10.00;0.1450;0.1373;0.0687;0.0305;0.2060;0.0153;21.210;0.3738;82.169;343.018;879.211;504.303;47.455;59.967;0.5417;0.1144;0.5264;0.5035
R23;REM;16680.0;16690.0;10.00;0.2213;0.2060;0.1831;0.1907;0.1221;0.0916;62.180;46.616;0.3433;30.899;27.542;49.820;0.4425;22.964;142.899;43.640;0.3204;0.1144
R23;REM;17100.0;17110.0;10.00;0.8545;0.8163;0.7324;0.6409;0.4196;0.2365;0.2136;130.463;49.820;25.482;110.092;139.847;52.948;13.733;47.150;47.684;0.2365;0.5646
R23;REM;18390.0;18400.0;10.00;0.4959;0.5646;0.4654;0.5341;0.4196;0.3357;97.351;44.479;14.496;43.411;30.899;43.793;55.466;90.714;93.079;44.022;14.267;11.978
R23;REM;18630.0;18640.0;10.00;0.1755;0.1450;0.0763;0.0153;0.0153;0.0153;23.956;32.883;39.444;313.492;1.360.245;617.523;53.787;18.005;13.199;0.1526;20.065;34.866
R23;REM;18790.0;18800.0;10.00;0.9689;0.8621;0.6256;0.3510;0.1984;0.1907;0.6638;64.087;122.681;16.479;25.940;40.741;125.732;44.556;10.452;23.804;0.6332;0.0839
R23;REM;19210.0;19220.0;10.00;56.305;102.005;0.2518;0.1755;0.1526;0.1450;32.349;13.123;26.169;13.657;27.924;82.397;0.6027;0.7477;0.6943;0.4349;0.0687;0.1297
R23;REM;20030.0;20040.0;10.00;0.0992;0.0992;10.605;0.0916;0.0992;0.2518;54.321;77.972;161.133;28.229;20.065;64.850;14.420;0.5493;0.6561;13.428;32.883;88.882
R23;REM;20260.0;20270.0;10.00;0.2823;0.2594;0.2518;0.2747;0.1526;0.1221;15.869;27.161;14.191;12.054;34.485;32.501;42.191;30.441;43.488;57.449;10.681;14.572
R23;REM;22390.0;22400.0;10.00;0.0458;0.0305;0.0305;0.0305;0.0305;0.0458;29.221;39.291;13.809;117.722;231.934;253.983;16.251;0.9995;26.779;0.4272;709.000;892.868
R23;REM;22420.0;22430.0;10.00;32.730;34.409;27.008;22.278;18.311;14.877;0.1526;0.4807;16.098;10.681;0.8545;19.989;20.523;35.629;27.924;28.229;0.2060;0.3891
R23;REM;22450.0;22460.0;10.00;26.245;26.703;25.787;21.057;14.954;0.7782;19.836;35.629;116.577;111.618;158.234;61.264;17.014;20.752;12.054;17.853;14.801;45.013
R23;REM;22520.0;22530.0;10.00;0.0381;0.0153;0.0153;0.0229;0.0153;0.0153;15.869;10.147;0.4044;62.256;130.005;266.190;13.046;15.030;43.488;0.5264;0.2289;0.1755
R23;REM;22900.0;22910.0;10.00;0.3052;0.3510;0.3128;0.3357;0.3357;0.3204;16.937;17.014;27.542;29.221;34.180;92.773;41.504;49.667;42.343;52.185;0.3281;0.2136
R23;REM;23050.0;23060.0;10.00;93.689;174.255;26.321;10.300;0.6790;0.7401;42.191;14.038;0.3510;0.5188;0.6943;56.152;0.2747;0.3967;0.5417;0.5188;0.3128;0.2823
R23;REM;23380.0;23390.0;10.00;0.3662;0.2975;0.2975;0.2747;0.3128;0.2213;12.207;51.804;52.185;41.733;0.6332;31.281;55.237;55.084;172.348;55.847;0.2060;0.3891
R23;REM;23510.0;23520.0;10.00;0.1297;0.0916;0.0687;0.0610;0.0763;0.0610;283.432;167.236;17.548;0.6256;0.4196;10.300;0.0992;0.1678;30.365;37.613;15.259;16.785
R23;REM;25390.0;25400.0;10.00;35.782;186.996;593.338;17.471;0.8621;26.398;0.4654;225.983;0.7324;28.458;50.888;38.910;0.5493;0.2213;11.597;0.3586;0.3586;0.2213
R23;REM;27370.0;27380.0;10.00;22.278;12.589;35.248;0.7782;0.5951;0.3204;36.011;47.684;0.9232;18.311;0.6638;18.463;87.814;51.193;67.062;126.572;0.6638;0.1755
R23;REM;27410.0;27420.0;10.00;49.820;39.520;41.199;28.610;20.294;0.7248;75.226;23.117;10.452;47.379;20.065;12.207;53.635;89.188;59.814;34.027;39.825;49.820
R23;REM;28160.0;28170.0;10.00;0.0534;0.0687;0.0534;0.0458;0.0458;0.0458;29.221;10.376;10.834;66.071;18.539;52.490;28.915;59.586;71.564;15.640;0.6638;0.1755
R23;REM;28200.0;28210.0;10.00;0.1068;0.0992;0.0610;0.0534;0.0458;0.0534;12.360;22.888;23.041;116.196;76.141;68.283;45.624;23.575;24.109;0.3662;24.796;16.098
R23;REM;28230.0;28240.0;10.00;0.1450;0.1068;0.0763;0.0839;0.0610;0.0458;17.395;41.885;37.155;427.551;64.926;18.997;21.210;15.564;0.9079;0.6256;31.815;47.531
R23;REM;4730.0;4750.0;20.00;0.0687;0.0763;0.0687;0.0687;0.0610;0.0534;18.845;10.300;10.834;17.548;34.180;38.757;30.670;11.444;10.223;0.5875;0.5264;0.2594
